  0.099  1.403  -0.65  -5.30 -10.22 -14.11 -17.33 -20.22 -23.02 -25.89 -28.92 -32.13 -35.48 -38.89 -42.30 -45.63 -48.82 -51.84 -54.78 -57.57 -60.13 -62.46 -64.53 -66.54 -68.62 -70.66 -72.49 -74.07 -75.41 -76.53 -78.16 -78.66 -79.02 -79.28 -79.47 -79.61 -79.71 -79.81 -79.86 -79.88 -79.90 -79.92
  0.108  1.530  -0.23  -4.14  -9.34 -13.48 -16.87 -19.86 -22.72 -25.63 -28.69 -31.90 -35.24 -38.64 -42.01 -45.30 -48.44 -51.39 -54.26 -56.97 -59.44 -61.68 -63.67 -65.61 -67.62 -69.64 -71.47 -73.10 -74.51 -75.74 -77.58 -78.21 -78.68 -79.03 -79.29 -79.47 -79.61 -79.76 -79.82 -79.86 -79.88 -79.90
  0.117  1.657  -0.06  -2.96  -8.35 -12.78 -16.35 -19.46 -22.40 -25.35 -28.43 -31.65 -34.98 -38.36 -41.71 -44.95 -48.04 -50.93 -53.72 -56.35 -58.74 -60.89 -62.81 -64.68 -66.65 -68.63 -70.47 -72.12 -73.59 -74.91 -76.93 -77.70 -78.28 -78.73 -79.06 -79.31 -79.49 -79.69 -79.77 -79.82 -79.86 -79.89
  0.126  1.785  -0.05  -1.86  -7.25 -12.00 -15.78 -19.02 -22.03 -25.04 -28.14 -31.37 -34.70 -38.06 -41.38 -44.58 -47.62 -50.44 -53.17 -55.72 -58.03 -60.11 -61.96 -63.77 -65.69 -67.65 -69.48 -71.15 -72.66 -74.05 -76.22 -77.12 -77.82 -78.37 -78.79 -79.10 -79.34 -79.60 -79.71 -79.78 -79.83 -79.87
  0.135  1.913  -0.03  -0.96  -6.04 -11.12 -15.14 -18.53 -21.64 -24.70 -27.83 -31.08 -34.40 -37.75 -41.03 -44.19 -47.17 -49.94 -52.60 -55.08 -57.33 -59.34 -61.12 -62.88 -64.76 -66.70 -68.52 -70.19 -71.74 -73.18 -75.48 -76.50 -77.31 -77.96 -78.47 -78.86 -79.17 -79.50 -79.64 -79.73 -79.80 -79.84
  0.144  2.040   0.02  -0.38  -4.75 -10.15 -14.44 -17.99 -21.21 -24.33 -27.50 -30.76 -34.08 -37.41 -40.67 -43.79 -46.72 -49.43 -52.02 -54.44 -56.62 -58.57 -60.30 -62.01 -63.86 -65.77 -67.58 -69.26 -70.83 -72.31 -74.71 -75.83 -76.75 -77.50 -78.11 -78.58 -78.96 -79.37 -79.55 -79.67 -79.75 -79.81
  0.153  2.167  -0.03  -0.12  -3.44  -9.06 -13.66 -17.41 -20.74 -23.94 -27.15 -30.42 -33.75 -37.06 -40.28 -43.36 -46.25 -48.90 -51.44 -53.79 -55.92 -57.81 -59.49 -61.17 -62.98 -64.87 -66.67 -68.35 -69.93 -71.45 -73.93 -75.14 -76.15 -77.01 -77.70 -78.26 -78.71 -79.22 -79.44 -79.59 -79.70 -79.77
  0.163  2.295  -0.62  -0.04  -2.20  -7.87 -12.80 -16.76 -20.23 -23.51 -26.76 -30.06 -33.39 -36.68 -39.88 -42.93 -45.77 -48.37 -50.85 -53.15 -55.22 -57.07 -58.71 -60.34 -62.12 -63.99 -65.78 -67.47 -69.06 -70.61 -73.14 -74.43 -75.53 -76.47 -77.26 -77.91 -78.44 -79.05 -79.32 -79.50 -79.63 -79.73
  0.172  2.422  -2.24  -0.02  -1.18  -6.57 -11.84 -16.06 -19.67 -23.04 -26.35 -29.67 -33.01 -36.29 -39.47 -42.48 -45.27 -47.83 -50.26 -52.51 -54.53 -56.33 -57.93 -59.54 -61.30 -63.15 -64.93 -66.61 -68.22 -69.78 -72.35 -73.71 -74.89 -75.92 -76.79 -77.52 -78.13 -78.85 -79.18 -79.40 -79.56 -79.67
  0.181  2.550  -4.78   0.01  -0.50  -5.19 -10.79 -15.28 -19.07 -22.54 -25.91 -29.27 -32.60 -35.88 -39.03 -42.01 -44.77 -47.28 -49.66 -51.87 -53.84 -55.61 -57.18 -58.75 -60.49 -62.33 -64.10 -65.78 -67.39 -68.97 -71.58 -72.99 -74.23 -75.34 -76.29 -77.11 -77.80 -78.63 -79.01 -79.28 -79.47 -79.61
  0.191  2.678  -7.67  -0.06  -0.17  -3.78  -9.64 -14.44 -18.42 -22.01 -25.44 -28.83 -32.18 -35.45 -38.59 -41.53 -44.25 -46.72 -49.06 -51.23 -53.17 -54.90 -56.44 -57.99 -59.71 -61.53 -63.30 -64.98 -66.59 -68.19 -70.81 -72.27 -73.57 -74.74 -75.77 -76.66 -77.43 -78.38 -78.83 -79.15 -79.38 -79.54
  0.200  2.805 -10.52  -0.60  -0.06  -2.45  -8.37 -13.51 -17.71 -21.43 -24.94 -28.37 -31.74 -35.01 -38.12 -41.04 -43.73 -46.16 -48.47 -50.59 -52.50 -54.20 -55.72 -57.25 -58.95 -60.76 -62.52 -64.20 -65.82 -67.42 -70.06 -71.56 -72.91 -74.14 -75.23 -76.20 -77.04 -78.11 -78.63 -78.99 -79.26 -79.46
  0.210  2.933 -13.20  -2.04  -0.02  -1.34  -7.00 -12.49 -16.94 -20.81 -24.41 -27.89 -31.27 -34.54 -37.65 -40.54 -43.20 -45.60 -47.87 -49.96 -51.84 -53.52 -55.01 -56.52 -58.21 -60.01 -61.77 -63.44 -65.07 -66.67 -69.33 -70.86 -72.25 -73.53 -74.68 -75.71 -76.63 -77.82 -78.40 -78.82 -79.14 -79.36
  0.219  3.060 -15.67  -4.34   0.01  -0.60  -5.54 -11.38 -16.11 -20.14 -23.84 -27.38 -30.79 -34.06 -37.15 -40.03 -42.66 -45.03 -47.27 -49.34 -51.19 -52.84 -54.32 -55.82 -57.49 -59.29 -61.04 -62.71 -64.33 -65.95 -68.61 -70.17 -71.60 -72.92 -74.12 -75.21 -76.20 -77.50 -78.15 -78.64 -78.99 -79.26
  0.229  3.188 -17.95  -7.02  -0.06  -0.22  -4.06 -10.16 -15.20 -19.42 -23.24 -26.83 -30.28 -33.56 -36.65 -39.51 -42.11 -44.46 -46.67 -48.71 -50.54 -52.18 -53.64 -55.12 -56.79 -58.58 -60.32 -62.00 -63.62 -65.24 -67.91 -69.50 -70.95 -72.31 -73.56 -74.71 -75.76 -77.17 -77.89 -78.43 -78.84 -79.14
  0.238  3.315 -20.07  -9.73  -0.58  -0.08  -2.66  -8.83 -14.20 -18.65 -22.59 -26.26 -29.74 -33.04 -36.12 -38.97 -41.56 -43.89 -46.08 -48.10 -49.91 -51.53 -52.97 -54.45 -56.11 -57.89 -59.63 -61.31 -62.93 -64.56 -67.23 -68.84 -70.32 -71.70 -73.00 -74.19 -75.30 -76.81 -77.60 -78.20 -78.67 -79.01
  0.248  3.442 -22.05 -12.29  -1.93  -0.02  -1.49  -7.39 -13.13 -17.82 -21.91 -25.66 -29.18 -32.50 -35.59 -38.43 -41.00 -43.31 -45.48 -47.48 -49.28 -50.89 -52.32 -53.79 -55.44 -57.22 -58.96 -60.63 -62.26 -63.89 -66.56 -68.19 -69.69 -71.10 -72.43 -73.67 -74.83 -76.44 -77.30 -77.96 -78.48 -78.87
  0.258  3.570 -23.90 -14.67  -4.09   0.02  -0.70  -5.87 -11.95 -16.92 -21.17 -25.02 -28.60 -31.94 -35.03 -37.87 -40.44 -42.73 -44.89 -46.87 -48.66 -50.25 -51.68 -53.14 -54.79 -56.57 -58.30 -59.98 -61.61 -63.24 -65.91 -67.55 -69.07 -70.51 -71.87 -73.14 -74.35 -76.06 -76.98 -77.70 -78.27 -78.71
  0.268  3.697 -25.65 -16.88  -6.65  -0.05  -0.28  -4.32 -10.66 -15.94 -20.39 -24.35 -27.99 -31.36 -34.47 -37.30 -39.86 -42.15 -44.29 -46.27 -48.04 -49.63 -51.05 -52.51 -54.15 -55.93 -57.67 -59.34 -60.97 -62.61 -65.28 -66.93 -68.47 -69.93 -71.31 -72.62 -73.87 -75.66 -76.64 -77.43 -78.06 -78.54
  0.278  3.825 -27.30 -18.93  -9.25  -0.56  -0.11  -2.86  -9.27 -14.89 -19.55 -23.63 -27.35 -30.76 -33.88 -36.73 -39.28 -41.56 -43.70 -45.67 -47.43 -49.02 -50.43 -51.88 -53.53 -55.30 -57.04 -58.71 -60.35 -61.99 -64.66 -66.32 -67.87 -69.35 -70.76 -72.10 -73.39 -75.25 -76.30 -77.14 -77.82 -78.36
  0.287  3.953 -28.87 -20.84 -11.73  -1.86  -0.03  -1.64  -7.77 -13.75 -18.65 -22.88 -26.68 -30.13 -33.29 -36.14 -38.70 -40.97 -43.10 -45.07 -46.83 -48.41 -49.82 -51.27 -52.92 -54.69 -56.43 -58.11 -59.74 -61.38 -64.05 -65.73 -67.29 -68.78 -70.21 -71.58 -72.90 -74.84 -75.94 -76.84 -77.57 -78.16
  0.298  4.080 -30.37 -22.63 -14.04  -3.93   0.04  -0.80  -6.19 -12.51 -17.69 -22.08 -25.97 -29.49 -32.67 -35.54 -38.10 -40.38 -42.51 -44.47 -46.23 -47.81 -49.22 -50.67 -52.32 -54.09 -55.83 -57.51 -59.15 -60.79 -63.46 -65.14 -66.72 -68.23 -69.67 -71.06 -72.41 -74.41 -75.57 -76.52 -77.31 -77.95
  0.308  4.207 -31.80 -24.32 -16.19  -6.40  -0.02  -0.35  -4.58 -11.16 -16.65 -21.23 -25.24 -28.82 -32.04 -34.92 -37.50 -39.78 -41.92 -43.88 -45.64 -47.22 -48.63 -50.08 -51.73 -53.51 -55.25 -56.93 -58.57 -60.21 -62.88 -64.57 -66.15 -67.68 -69.14 -70.55 -71.93 -73.98 -75.19 -76.19 -77.04 -77.73
  0.318  4.335 -33.18 -25.92 -18.18  -8.92  -0.52  -0.14  -3.07  -9.71 -15.53 -20.33 -24.46 -28.12 -31.38 -34.30 -36.89 -39.18 -41.32 -43.29 -45.05 -46.63 -48.04 -49.50 -51.15 -52.93 -54.67 -56.36 -58.00 -59.65 -62.31 -64.01 -65.60 -67.14 -68.61 -70.04 -71.44 -73.55 -74.80 -75.86 -76.75 -77.49
  0.328  4.463 -34.50 -27.44 -20.04 -11.34  -1.79  -0.03  -1.80  -8.14 -14.33 -19.37 -23.65 -27.39 -30.71 -33.66 -36.27 -38.58 -40.73 -42.70 -44.46 -46.05 -47.47 -48.93 -50.58 -52.36 -54.11 -55.80 -57.44 -59.09 -61.76 -63.46 -65.06 -66.60 -68.09 -69.53 -70.96 -73.12 -74.41 -75.51 -76.45 -77.25
  0.338  4.590 -35.78 -28.89 -21.79 -13.59  -3.81   0.06  -0.92  -6.50 -13.02 -18.35 -22.79 -26.64 -30.02 -33.01 -35.65 -37.97 -40.13 -42.11 -43.88 -45.47 -46.90 -48.36 -50.02 -51.81 -53.56 -55.25 -56.89 -58.55 -61.21 -62.92 -64.53 -66.08 -67.58 -69.04 -70.48 -72.68 -74.01 -75.15 -76.15 -76.99
  0.349  4.718 -37.01 -30.28 -23.43 -15.68  -6.21   0.02  -0.42  -4.84 -11.62 -17.25 -21.89 -25.85 -29.30 -32.34 -35.01 -37.35 -39.53 -41.52 -43.30 -44.90 -46.33 -47.80 -49.47 -51.26 -53.01 -54.71 -56.36 -58.02 -60.68 -62.39 -64.01 -65.57 -67.07 -68.54 -70.00 -72.24 -73.61 -74.79 -75.83 -76.72
  0.360  4.845 -38.21 -31.60 -24.98 -17.62  -8.66  -0.47  -0.18  -3.27 -10.10 -16.08 -20.93 -25.03 -28.56 -31.65 -34.36 -36.73 -38.93 -40.93 -42.72 -44.33 -45.77 -47.25 -48.92 -50.72 -52.48 -54.17 -55.83 -57.49 -60.15 -61.87 -63.49 -65.06 -66.58 -68.06 -69.53 -71.81 -73.20 -74.42 -75.50 -76.44
  0.370  4.973 -39.36 -32.88 -26.45 -19.43 -11.01  -1.71  -0.03  -1.95  -8.48 -14.81 -19.92 -24.17 -27.80 -30.95 -33.70 -36.11 -38.32 -40.34 -42.15 -43.77 -45.22 -46.71 -48.38 -50.19 -51.95 -53.65 -55.31 -56.98 -59.63 -61.36 -62.99 -64.56 -66.09 -67.58 -69.07 -71.37 -72.79 -74.05 -75.17 -76.15
  0.381  5.100 -40.49 -34.11 -27.86 -21.13 -13.21  -3.69   0.09  -1.03  -6.78 -13.45 -18.84 -23.26 -27.01 -30.23 -33.03 -35.47 -37.71 -39.75 -41.57 -43.21 -44.67 -46.16 -47.85 -49.66 -51.43 -53.14 -54.80 -56.47 -59.13 -60.86 -62.49 -64.07 -65.60 -67.10 -68.60 -70.94 -72.39 -73.67 -74.83 -75.85
  0.392  5.228 -41.58 -35.31 -29.20 -22.73 -15.25  -6.03   0.07  -0.50  -5.06 -11.99 -17.70 -22.32 -26.19 -29.49 -32.35 -34.83 -37.09 -39.16 -41.00 -42.65 -44.12 -45.63 -47.32 -49.14 -50.92 -52.63 -54.30 -55.97 -58.63 -60.36 -62.00 -63.58 -65.12 -66.63 -68.15 -70.50 -71.98 -73.29 -74.49 -75.54
  0.403  5.355 -42.65 -36.46 -30.49 -24.23 -17.14  -8.43  -0.40  -0.22  -3.45 -10.42 -16.47 -21.32 -25.33 -28.73 -31.65 -34.17 -36.47 -38.56 -40.42 -42.09 -43.58 -45.10 -46.80 -48.63 -50.41 -52.13 -53.80 -55.48 -58.13 -59.87 -61.52 -63.11 -64.65 -66.17 -67.69 -70.07 -71.57 -72.91 -74.14 -75.23
  0.414  5.482 -43.69 -37.58 -31.72 -25.66 -18.90 -10.72  -1.63  -0.02  -2.09  -8.75 -15.16 -20.27 -24.44 -27.94 -30.93 -33.51 -35.85 -37.96 -39.85 -41.53 -43.04 -44.57 -46.28 -48.12 -49.91 -51.63 -53.31 -54.99 -57.65 -59.39 -61.04 -62.63 -64.19 -65.71 -67.24 -69.64 -71.16 -72.53 -73.78 -74.91
  0.425  5.610 -44.71 -38.66 -32.92 -27.03 -20.55 -12.86  -3.57   0.14  -1.13  -7.00 -13.76 -19.15 -23.51 -27.13 -30.20 -32.83 -35.21 -37.36 -39.27 -40.97 -42.50 -44.04 -45.77 -47.62 -49.42 -51.15 -52.83 -54.52 -57.17 -58.92 -60.57 -62.17 -63.73 -65.26 -66.80 -69.21 -70.75 -72.14 -73.42 -74.58
  0.436  5.737 -45.70 -39.72 -34.07 -28.33 -22.10 -14.84  -5.86   0.14  -0.57  -5.24 -12.25 -17.97 -22.53 -26.29 -29.45 -32.15 -34.57 -36.75 -38.69 -40.42 -41.96 -43.52 -45.26 -47.12 -48.93 -50.66 -52.35 -54.04 -56.69 -58.45 -60.10 -61.71 -63.27 -64.81 -66.36 -68.79 -70.34 -71.75 -73.06 -74.25
  0.448  5.865 -46.68 -40.75 -35.18 -29.57 -23.56 -16.68  -8.20  -0.32  -0.25  -3.58 -10.64 -16.71 -21.51 -25.41 -28.68 -31.45 -33.92 -36.14 -38.11 -39.86 -41.42 -43.00 -44.76 -46.62 -48.44 -50.19 -51.88 -53.58 -56.23 -57.99 -59.65 -61.26 -62.82 -64.36 -65.92 -68.37 -69.93 -71.37 -72.70 -73.92
  0.460  5.992 -47.63 -41.75 -36.26 -30.77 -24.95 -18.40 -10.44  -1.54  -0.01  -2.20  -8.93 -15.37 -20.43 -24.51 -27.88 -30.73 -33.26 -35.53 -37.53 -39.30 -40.89 -42.48 -44.25 -46.13 -47.96 -49.71 -51.41 -53.11 -55.77 -57.53 -59.19 -60.81 -62.38 -63.92 -65.49 -67.95 -69.53 -70.98 -72.33 -73.58
  0.471  6.120 -48.57 -42.73 -37.31 -31.92 -26.27 -20.00 -12.52  -3.46   0.18  -1.21  -7.14 -13.93 -19.29 -23.56 -27.06 -30.00 -32.59 -34.90 -36.94 -38.74 -40.35 -41.97 -43.75 -45.65 -47.48 -49.24 -50.95 -52.66 -55.31 -57.08 -58.75 -60.36 -61.94 -63.49 -65.06 -67.53 -69.12 -70.59 -71.96 -73.24
  0.483  6.247 -49.48 -43.69 -38.33 -33.03 -27.53 -21.50 -14.45  -5.71   0.21  -0.62  -5.35 -12.40 -18.09 -22.57 -26.21 -29.25 -31.91 -34.27 -36.35 -38.18 -39.81 -41.45 -43.25 -45.16 -47.01 -48.78 -50.49 -52.21 -54.86 -56.63 -58.30 -59.92 -61.50 -63.06 -64.63 -67.12 -68.72 -70.20 -71.59 -72.89
  0.495  6.375 -50.39 -44.63 -39.32 -34.11 -28.73 -22.92 -16.24  -8.00  -0.25  -0.26  -3.66 -10.75 -16.81 -21.53 -25.33 -28.47 -31.21 -33.63 -35.75 -37.62 -39.28 -40.94 -42.76 -44.68 -46.54 -48.31 -50.04 -51.76 -54.41 -56.19 -57.86 -59.49 -61.07 -62.63 -64.21 -66.71 -68.32 -69.81 -71.22 -72.54
  0.507  6.503 -51.27 -45.55 -40.29 -35.15 -29.89 -24.26 -17.91 -10.18  -1.47   0.00  -2.26  -9.01 -15.44 -20.44 -24.42 -27.68 -30.50 -32.98 -35.14 -37.05 -38.74 -40.42 -42.26 -44.20 -46.07 -47.86 -49.59 -51.31 -53.96 -55.75 -57.43 -59.06 -60.65 -62.21 -63.80 -66.30 -67.92 -69.43 -70.85 -72.19
  0.520  6.630 -52.15 -46.45 -41.24 -36.16 -31.00 -25.53 -19.46 -12.21  -3.37   0.23  -1.26  -7.20 -13.99 -19.29 -23.47 -26.86 -29.78 -32.32 -34.53 -36.48 -38.20 -39.91 -41.76 -43.72 -45.60 -47.40 -49.14 -50.87 -53.52 -55.31 -57.00 -58.63 -60.22 -61.79 -63.38 -65.89 -67.52 -69.04 -70.48 -71.84
  0.532  6.758 -53.01 -47.34 -42.16 -37.14 -32.07 -26.75 -20.92 -14.10  -5.59   0.27  -0.64  -5.39 -12.43 -18.08 -22.48 -26.02 -29.03 -31.64 -33.91 -35.90 -37.65 -39.39 -41.27 -43.24 -45.14 -46.95 -48.69 -50.43 -53.08 -54.88 -56.57 -58.21 -59.80 -61.38 -62.97 -65.49 -67.13 -68.66 -70.11 -71.49
  0.545  6.885 -53.85 -48.21 -43.07 -38.10 -33.10 -27.91 -22.29 -15.84  -7.84  -0.19  -0.27  -3.69 -10.78 -16.79 -21.44 -25.14 -28.26 -30.95 -33.28 -35.32 -37.11 -38.87 -40.77 -42.76 -44.67 -46.49 -48.25 -50.00 -52.65 -54.45 -56.14 -57.79 -59.39 -60.96 -62.56 -65.09 -66.74 -68.27 -69.74 -71.13
  0.558  7.013 -54.69 -49.07 -43.96 -39.03 -34.11 -29.02 -23.59 -17.46  -9.97  -1.43   0.03  -2.28  -9.02 -15.42 -20.35 -24.23 -27.48 -30.25 -32.64 -34.73 -36.55 -38.35 -40.27 -42.28 -44.21 -46.04 -47.81 -49.56 -52.22 -54.02 -55.72 -57.37 -58.97 -60.55 -62.16 -64.69 -66.34 -67.89 -69.37 -70.77
  0.571  7.140 -55.52 -49.91 -44.83 -39.94 -35.08 -30.09 -24.82 -18.97 -11.97  -3.33   0.27  -1.28  -7.20 -13.95 -19.20 -23.28 -26.66 -29.53 -31.99 -34.13 -36.00 -37.82 -39.78 -41.81 -43.75 -45.59 -47.37 -49.13 -51.79 -53.60 -55.30 -56.96 -58.56 -60.15 -61.75 -64.29 -65.95 -67.51 -69.00 -70.41
  0.584  7.268 -56.33 -50.74 -45.68 -40.83 -36.02 -31.12 -25.99 -20.38 -13.81  -5.53   0.32  -0.65  -5.38 -12.39 -17.98 -22.30 -25.82 -28.80 -31.33 -33.52 -35.44 -37.30 -39.28 -41.33 -43.29 -45.15 -46.93 -48.70 -51.36 -53.18 -54.89 -56.54 -58.16 -59.74 -61.35 -63.89 -65.56 -67.13 -68.62 -70.06
  0.598  7.395 -57.13 -51.56 -46.52 -41.70 -36.94 -32.12 -27.11 -21.72 -15.51  -7.74  -0.17  -0.26  -3.68 -10.73 -16.69 -21.26 -24.96 -28.04 -30.66 -32.91 -34.87 -36.77 -38.77 -40.85 -42.83 -44.70 -46.50 -48.28 -50.93 -52.76 -54.47 -56.13 -57.75 -59.34 -60.95 -63.50 -65.17 -66.75 -68.25 -69.70
  0.611  7.522 -57.93 -52.37 -47.34 -42.55 -37.84 -33.08 -28.19 -22.98 -17.09  -9.85  -1.44   0.05  -2.27  -8.97 -15.32 -20.17 -24.05 -27.26 -29.97 -32.29 -34.29 -36.23 -38.27 -40.37 -42.37 -44.25 -46.06 -47.85 -50.51 -52.34 -54.06 -55.73 -57.35 -58.94 -60.56 -63.11 -64.79 -66.37 -67.88 -69.34
  0.625  7.650 -58.72 -53.17 -48.16 -43.39 -38.71 -34.02 -29.22 -24.17 -18.57 -11.81  -3.34   0.31  -1.27  -7.14 -13.85 -19.03 -23.11 -26.46 -29.26 -31.65 -33.71 -35.69 -37.76 -39.89 -41.90 -43.81 -45.63 -47.42 -50.09 -51.92 -53.65 -55.32 -56.94 -58.54 -60.16 -62.72 -64.40 -65.99 -67.51 -68.97
  0.639  7.777 -59.49 -53.96 -48.96 -44.21 -39.56 -34.92 -30.21 -25.31 -19.95 -13.62  -5.53   0.34  -0.64  -5.32 -12.29 -17.82 -22.13 -25.63 -28.54 -31.00 -33.12 -35.15 -37.25 -39.40 -41.44 -43.36 -45.19 -47.00 -49.66 -51.51 -53.24 -54.92 -56.54 -58.15 -59.77 -62.33 -64.02 -65.61 -67.14 -68.61
  0.654  7.905 -60.26 -54.74 -49.75 -45.01 -40.39 -35.80 -31.17 -26.40 -21.25 -15.29  -7.73  -0.18  -0.24  -3.63 -10.63 -16.53 -21.10 -24.77 -27.79 -30.34 -32.52 -34.59 -36.73 -38.91 -40.98 -42.91 -44.76 -46.58 -49.24 -51.09 -52.83 -54.51 -56.15 -57.75 -59.38 -61.94 -63.64 -65.23 -66.77 -68.25
  0.668  8.033 -61.03 -55.51 -50.52 -45.81 -41.21 -36.66 -32.10 -27.44 -22.48 -16.85  -9.81  -1.48   0.08  -2.24  -8.87 -15.17 -20.02 -23.87 -27.02 -29.66 -31.91 -34.03 -36.21 -38.42 -40.51 -42.46 -44.32 -46.15 -48.82 -50.68 -52.43 -54.11 -55.75 -57.36 -58.99 -61.55 -63.25 -64.85 -66.40 -67.89
  0.683  8.160 -61.78 -56.27 -51.29 -46.59 -42.01 -37.50 -33.00 -28.44 -23.65 -18.30 -11.75  -3.42   0.33  -1.25  -7.06 -13.71 -18.88 -22.94 -26.23 -28.97 -31.29 -33.47 -35.69 -37.93 -40.04 -42.01 -43.89 -45.73 -48.40 -50.27 -52.02 -53.71 -55.35 -56.96 -58.60 -61.17 -62.87 -64.48 -66.03 -67.53
  0.698  8.287 -62.53 -57.02 -52.05 -47.35 -42.80 -38.32 -33.87 -29.40 -24.76 -19.66 -13.54  -5.61   0.35  -0.62  -5.25 -12.16 -17.68 -21.97 -25.41 -28.26 -30.66 -32.89 -35.16 -37.43 -39.57 -41.56 -43.45 -45.30 -47.98 -49.85 -51.61 -53.31 -54.96 -56.57 -58.21 -60.78 -62.49 -64.10 -65.66 -67.16
  0.714  8.415 -63.27 -57.77 -52.80 -48.11 -43.57 -39.12 -34.72 -30.33 -25.82 -20.94 -15.20  -7.79  -0.21  -0.22  -3.57 -10.50 -16.40 -20.95 -24.56 -27.52 -30.01 -32.30 -34.62 -36.93 -39.09 -41.11 -43.01 -44.88 -47.56 -49.44 -51.21 -52.91 -54.56 -56.18 -57.82 -60.40 -62.11 -63.72 -65.29 -66.80
  0.730  8.543 -64.00 -58.51 -53.54 -48.86 -44.33 -39.90 -35.55 -31.23 -26.84 -22.15 -16.74  -9.87  -1.57   0.10  -2.19  -8.76 -15.04 -19.88 -23.68 -26.77 -29.35 -31.71 -34.07 -36.42 -38.61 -40.65 -42.57 -44.45 -47.13 -49.03 -50.80 -52.51 -54.17 -55.79 -57.44 -60.01 -61.73 -63.35 -64.91 -66.43
